Model,Run,File,Class,MethodName,Signature,Has_UC_Annotation,UC_References,UC_Action,Best_Match_Action,SimilarityScore
ChatGPT-4o,5,ChatGPT-4o_run5.json,ServiceRequest,viewStatus,+ viewStatus () : RequestStatus,True,11,view current status of service request,Get service request status,0.8441985249519348
ChatGPT-4o,5,ChatGPT-4o_run5.json,User,deactivateAccount,+ deactivateAccount (reason : String),True,15,deactivate user account,Deactivate account,0.8409367799758911
ChatGPT-4o,5,ChatGPT-4o_run5.json,User,login,"+ login (email : String, password : String)",True,2,authenticate user and record login timestamp,Record login timestamp,0.7884497046470642
ChatGPT-4o,5,ChatGPT-4o_run5.json,User,logout,+ logout (),True,16,terminate user session,Deactivate account,0.36240363121032715
ChatGPT-4o,5,ChatGPT-4o_run5.json,User,register,"+ register (name : String, email : String, password : String, address : String, phoneNumber : String)",True,1,create unverified user account,Create an unverified user account,0.885733962059021
ChatGPT-4o,5,ChatGPT-4o_run5.json,User,requestPasswordReset,+ requestPasswordReset (),True,3,initiate password reset process,Send password reset link email,0.6587313413619995
ChatGPT-4o,5,ChatGPT-4o_run5.json,User,resetPassword,"+ resetPassword (token : String, newPassword : String)",True,3,reset password using token,Generate and store password reset token,0.79137122631073
ChatGPT-4o,5,ChatGPT-4o_run5.json,User,updateProfile,"+ updateProfile (name : String, address : String, phoneNumber : String)",True,4,update user profile information,Update user profile,0.8558428287506104
ChatGPT-4o,5,ChatGPT-4o_run5.json,User,verifyEmail,+ verifyEmail (token : String),True,1,verify email and activate account,Verify email,0.6594865918159485
ChatGPT-4o,5,ChatGPT-4o_run5.json,WasteTracking,trackWaste,+ trackWaste (trackingCode : String) : String,True,10,retrieve current status and location of waste,Get waste journey status,0.6653095483779907
ChatGPT-4o,6,ChatGPT-4o_run6.json,CollectionPoint,updateDetails,"+ updateDetails (name : String, type : PointType, hours : OpeningHours[]) : ValidationResult",True,20,,Update service provider details,0.37607622146606445
ChatGPT-4o,6,ChatGPT-4o_run6.json,CollectionRequest,createCollectionRequest,"+ createCollectionRequest (location : Address, vehicleType : VehicleType, categories : ProductCategory[], quantity : Integer, requester : UserProfile) : ValidationResult",True,6,,Accept collection request,0.650959849357605
ChatGPT-4o,6,ChatGPT-4o_run6.json,NotificationService,notifyRequestAccepted,+ notifyRequestAccepted (user : UserProfile),False,,,Notify user of request acceptance,0.6538914442062378
ChatGPT-4o,6,ChatGPT-4o_run6.json,NotificationService,sendAccountDeactivationNotice,+ sendAccountDeactivationNotice (user : UserProfile),True,15,,Request account deactivation,0.7410427331924438
ChatGPT-4o,6,ChatGPT-4o_run6.json,NotificationService,sendPasswordResetEmail,+ sendPasswordResetEmail (user : UserProfile),True,3,,Send password reset link email,0.828357458114624
ChatGPT-4o,6,ChatGPT-4o_run6.json,NotificationService,sendRegistrationConfirmation,+ sendRegistrationConfirmation (user : UserProfile),True,1,,Confirm successful registration,0.7464001774787903
ChatGPT-4o,6,ChatGPT-4o_run6.json,Product,createListing,"+ createListing (name : String, category : ProductCategory, description : String, inventory : Integer) : ValidationResult",True,5,,List product,0.5066899061203003
ChatGPT-4o,6,ChatGPT-4o_run6.json,Product,updateListing,"+ updateListing (name : String, description : String, inventory : Integer) : ValidationResult",True,13,,Update product listing,0.7553234696388245
ChatGPT-4o,6,ChatGPT-4o_run6.json,RoleManager,assignRole,"+ assignRole (profile : UserProfile, role : UserRole) : ValidationResult",True,21,,Assign role,0.7166317701339722
ChatGPT-4o,6,ChatGPT-4o_run6.json,SearchFilter,applyFilters,+ applyFilters () : Product[],True,14,,Check provider capacity for collection,0.13122305274009705
ChatGPT-4o,6,ChatGPT-4o_run6.json,ServiceRequest,assignProvider,+ assignProvider (provider : ServiceProvider),False,,,Notify provider of status change,0.5041215419769287
ChatGPT-4o,6,ChatGPT-4o_run6.json,ServiceRequest,cancelRequest,+ cancelRequest (by : UserProfile),True,12,,Confirm cancellation (notification),0.640204131603241
ChatGPT-4o,6,ChatGPT-4o_run6.json,ServiceRequest,updateStatus,+ updateStatus (newStatus : RequestStatus),False,,,Update request status to completed,0.4599125385284424
ChatGPT-4o,6,ChatGPT-4o_run6.json,TransportRequest,createTransportRequest,"+ createTransportRequest (route : RoutePlan, categories : ProductCategory[], quantity : Integer, requester : UserProfile) : ValidationResult",True,6,,Accept transport request,0.6470738649368286
ChatGPT-4o,6,ChatGPT-4o_run6.json,TransportRequest,scheduleTransport,"+ scheduleTransport (dateTime : TimeRange, plan : RoutePlan)",True,9,,Schedule transport,0.7399148941040039
ChatGPT-4o,6,ChatGPT-4o_run6.json,UserAccount,activateAccount,+ activateAccount (),True,1,,Activate account,0.7768272161483765
ChatGPT-4o,6,ChatGPT-4o_run6.json,UserAccount,deactivateAccount,+ deactivateAccount (reason : String),True,15,,Deactivate account,0.758351743221283
ChatGPT-4o,6,ChatGPT-4o_run6.json,UserAccount,lockAccount,+ lockAccount (),True,2,,Deactivate account,0.5353866219520569
ChatGPT-4o,6,ChatGPT-4o_run6.json,UserAccount,recordLogin,+ recordLogin (),True,2,,Record login timestamp,0.6387457251548767
ChatGPT-4o,6,ChatGPT-4o_run6.json,UserAccount,registerAccount,"+ registerAccount (email : String, password : String) : ValidationResult",True,1,,Create an unverified user account,0.5851584672927856
ChatGPT-4o,6,ChatGPT-4o_run6.json,UserCredentials,generatePasswordResetToken,+ generatePasswordResetToken (),True,3,,Generate and store password reset token,0.9069103598594666
ChatGPT-4o,6,ChatGPT-4o_run6.json,UserCredentials,resetPassword,"+ resetPassword (token : String, newPassword : String) : ValidationResult",True,3,,Send password reset link email,0.6045156717300415
ChatGPT-4o,6,ChatGPT-4o_run6.json,UserCredentials,validatePassword,+ validatePassword (password : String) : Boolean,True,2,,Validate password strength,0.7000541090965271
ChatGPT-4o,6,ChatGPT-4o_run6.json,UserProfile,updateProfileInfo,"+ updateProfileInfo (name : String, phone : String, address : Address) : ValidationResult",True,4,,Update user profile,0.7136423587799072
ChatGPT-4o,6,ChatGPT-4o_run6.json,UserProfile,verifyEmail,+ verifyEmail (),True,1,,Verify email,0.7447591423988342
ChatGPT-4o,6,ChatGPT-4o_run6.json,WasteJourney,getCurrentStatus,+ getCurrentStatus () : TrackingStatus,True,10,,Get service request status,0.5989131927490234
ChatGPT-4o,6,ChatGPT-4o_run6.json,WasteJourney,trackProgress,+ trackProgress () : Stage[],True,10,,Get waste journey status,0.42065131664276123
ChatGPT-4o,7,ChatGPT-4o_run7.json,CollectionPoint,updateDetails,"+ updateDetails (name : String, type : PointType, position : Coordinates, hours : OpeningHours[]) : ValidationResult",True,20,,Update service provider details,0.37607622146606445
ChatGPT-4o,7,ChatGPT-4o_run7.json,CollectionRequest,markCollected,+ markCollected (),True,8,,Update request status to collected,0.4761989116668701
ChatGPT-4o,7,ChatGPT-4o_run7.json,CollectionRequest,scheduleCollection,"+ scheduleCollection (by : ServiceProvider, timeslot : TimeRange)",True,8,,Schedule collection service,0.7341967821121216
ChatGPT-4o,7,ChatGPT-4o_run7.json,Product,createListing,"+ createListing (name : String, description : String, category : ProductCategory, inventory : Integer) : ValidationResult",True,5,,List product,0.5066899061203003
ChatGPT-4o,7,ChatGPT-4o_run7.json,Product,updateListing,"+ updateListing (name : String, description : String, category : ProductCategory, inventory : Integer) : ValidationResult",True,13,,Update product listing,0.7553234696388245
ChatGPT-4o,7,ChatGPT-4o_run7.json,RoleManager,assignRole,"+ assignRole (profile : UserProfile, newRole : UserRole) : ValidationResult",True,21,,Assign role,0.7166317701339722
ChatGPT-4o,7,ChatGPT-4o_run7.json,SearchFilter,filter,+ filter (products : Product[]) : Product[],True,14,,Check provider capacity for collection,0.1431034952402115
ChatGPT-4o,7,ChatGPT-4o_run7.json,ServiceRequest,cancel,"+ cancel (by : UserProfile, cancelDate : Date)",True,12,,Confirm cancellation (notification),0.5341486930847168
ChatGPT-4o,7,ChatGPT-4o_run7.json,ServiceRequest,isCancellable,+ isCancellable () : Boolean,True,12,,Cancel service request,0.4419112801551819
ChatGPT-4o,7,ChatGPT-4o_run7.json,TransportRequest,markCompleted,+ markCompleted (),True,9,,Update request status to completed,0.47383636236190796
ChatGPT-4o,7,ChatGPT-4o_run7.json,TransportRequest,scheduleTransport,"+ scheduleTransport (by : ServiceProvider, timeslot : TimeRange, route : RoutePlan)",True,9,,Schedule transport,0.7399148941040039
ChatGPT-4o,7,ChatGPT-4o_run7.json,UserAccount,activateAccount,+ activateAccount (),True,1,,Activate account,0.7768272161483765
ChatGPT-4o,7,ChatGPT-4o_run7.json,UserAccount,deactivate,+ deactivate (reason : String),True,15,,Deactivate account,0.5821720957756042
ChatGPT-4o,7,ChatGPT-4o_run7.json,UserAccount,lockAccount,+ lockAccount (),True,2,,Deactivate account,0.5353866219520569
ChatGPT-4o,7,ChatGPT-4o_run7.json,UserAccount,logout,+ logout (),True,16,,Deactivate account,0.3223247230052948
ChatGPT-4o,7,ChatGPT-4o_run7.json,UserAccount,recordLogin,+ recordLogin (),True,2,,Record login timestamp,0.6387457251548767
ChatGPT-4o,7,ChatGPT-4o_run7.json,UserAccount,register,"+ register (email : String, password : String, profile : UserProfile) : ValidationResult",True,1,,Create an unverified user account,0.45173248648643494
ChatGPT-4o,7,ChatGPT-4o_run7.json,UserCredentials,incrementFailedLogin,+ incrementFailedLogin (),True,2,,Record login timestamp,0.4471862018108368
ChatGPT-4o,7,ChatGPT-4o_run7.json,UserCredentials,isResetTokenValid,+ isResetTokenValid (token : String) : Boolean,True,3,,Generate and store password reset token,0.6408920884132385
ChatGPT-4o,7,ChatGPT-4o_run7.json,UserCredentials,resetFailedLoginAttempts,+ resetFailedLoginAttempts (),True,2,,Generate and store password reset token,0.4223426878452301
ChatGPT-4o,7,ChatGPT-4o_run7.json,UserCredentials,resetPassword,+ resetPassword (newPassword : String),True,3,,Send password reset link email,0.6045156717300415
ChatGPT-4o,7,ChatGPT-4o_run7.json,UserCredentials,setResetToken,"+ setResetToken (token : String, expiry : Date)",True,3,,Generate and store password reset token,0.7246776819229126
ChatGPT-4o,7,ChatGPT-4o_run7.json,UserCredentials,validateCredentials,+ validateCredentials (inputPassword : String) : Boolean,True,2,,Validate credentials,0.7220321893692017
ChatGPT-4o,7,ChatGPT-4o_run7.json,UserProfile,markEmailVerified,+ markEmailVerified (date : Date),True,1,,Verify email,0.6237873435020447
ChatGPT-4o,7,ChatGPT-4o_run7.json,UserProfile,updateProfile,"+ updateProfile (name : String, phone : String, address : Address) : ValidationResult",True,4,,Update user profile,0.759865403175354
ChatGPT-4o,7,ChatGPT-4o_run7.json,WasteJourney,track,+ track (trackingCode : String) : WasteJourney,True,10,,Get waste journey status,0.2300882190465927
ChatGPT-4o,8,ChatGPT-4o_run8.json,CollectionPoint,updateDetails,+ updateDetails (validData : Boolean),True,20,,Update service provider details,0.37607622146606445
ChatGPT-4o,8,ChatGPT-4o_run8.json,Product,editListing,+ editListing (validData : Boolean),True,13,,Update product listing,0.4266808032989502
ChatGPT-4o,8,ChatGPT-4o_run8.json,Product,submitListing,+ submitListing (),True,5,,Update product listing,0.45914342999458313
ChatGPT-4o,8,ChatGPT-4o_run8.json,RoleManager,assignRole,"+ assignRole (user : UserProfile, newRole : UserRole)",True,21,,Assign role,0.7166317701339722
ChatGPT-4o,8,ChatGPT-4o_run8.json,SearchFilter,filter,+ filter (products : Product[]) : Product[],True,14,,Check provider capacity for collection,0.1431034952402115
ChatGPT-4o,8,ChatGPT-4o_run8.json,ServiceProvider,updateProviderProfile,+ updateProviderProfile (validData : Boolean),True,19,,Update service provider profile by admin,0.7527912855148315
ChatGPT-4o,8,ChatGPT-4o_run8.json,ServiceRequest,cancel,+ cancel (byUser : UserProfile),True,12,,Confirm cancellation (notification),0.5341486930847168
ChatGPT-4o,8,ChatGPT-4o_run8.json,ServiceRequest,markCompleted,+ markCompleted (),False,,,Update request status to completed,0.47383636236190796
ChatGPT-4o,8,ChatGPT-4o_run8.json,ServiceRequest,schedule,"+ schedule (serviceProvider : ServiceProvider, time : TimeRange)",False,,,Schedule transport,0.4676181972026825
ChatGPT-4o,8,ChatGPT-4o_run8.json,UserAccount,activateEmail,+ activateEmail (),True,1,,Activate account,0.5847440958023071
ChatGPT-4o,8,ChatGPT-4o_run8.json,UserAccount,deactivate,+ deactivate (reason : String),True,15,,Deactivate account,0.5821720957756042
ChatGPT-4o,8,ChatGPT-4o_run8.json,UserAccount,lockAccount,+ lockAccount (),True,2,,Deactivate account,0.5353866219520569
ChatGPT-4o,8,ChatGPT-4o_run8.json,UserAccount,register,+ register (validData : Boolean),True,1,,Create an unverified user account,0.45173248648643494
ChatGPT-4o,8,ChatGPT-4o_run8.json,UserCredentials,generateResetToken,+ generateResetToken () : String,True,3,,Generate and store password reset token,0.844970703125
ChatGPT-4o,8,ChatGPT-4o_run8.json,UserCredentials,resetPassword,+ resetPassword (newPassword : String),True,3,,Send password reset link email,0.6045156717300415
ChatGPT-4o,8,ChatGPT-4o_run8.json,UserCredentials,validateCredentials,+ validateCredentials (inputPassword : String) : Boolean,True,2,,Validate credentials,0.7220321893692017
ChatGPT-4o,8,ChatGPT-4o_run8.json,UserProfile,updateProfileInfo,+ updateProfileInfo (validData : Boolean),True,4,,Update user profile,0.7136423587799072
ChatGPT-4o,8,ChatGPT-4o_run8.json,WasteJourney,updateStatus,"+ updateStatus (newStatus : TrackingStatus, location : Address)",True,10,,Update request status to completed,0.4599125385284424
ChatGPT-4o,9,ChatGPT-4o_run9.json,CollectionPoint,updateLocationDetails,+ updateLocationDetails (info : CollectionPoint) : ValidationResult,True,20,,Edit location,0.6960906982421875
ChatGPT-4o,9,ChatGPT-4o_run9.json,CollectionRequest,acceptCollection,"+ acceptCollection (provider : ServiceProvider, scheduled : TimeRange)",True,8,,Accept collection request,0.7616768479347229
ChatGPT-4o,9,ChatGPT-4o_run9.json,CollectionRequest,markAsCollected,+ markAsCollected (),True,8,,Update request status to collected,0.6094991564750671
ChatGPT-4o,9,ChatGPT-4o_run9.json,NotificationService,notifyAccountDeactivation,+ notifyAccountDeactivation (user : UserProfile),True,15,,Send account deactivation confirmation email,0.6877474188804626
ChatGPT-4o,9,ChatGPT-4o_run9.json,NotificationService,notifyRequestAccepted,+ notifyRequestAccepted (user : UserProfile),False,,,Notify user of request acceptance,0.6538914442062378
ChatGPT-4o,9,ChatGPT-4o_run9.json,NotificationService,sendPasswordResetLink,+ sendPasswordResetLink (user : UserProfile),True,3,,Send password reset link email,0.8505611419677734
ChatGPT-4o,9,ChatGPT-4o_run9.json,NotificationService,sendRegistrationConfirmation,+ sendRegistrationConfirmation (user : UserProfile),True,1,,Confirm successful registration,0.7464001774787903
ChatGPT-4o,9,ChatGPT-4o_run9.json,NotificationService,sendVerificationEmail,+ sendVerificationEmail (user : UserProfile),True,1,,Send verification email,0.7248157858848572
